"X","GeneSymbol","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
118788,"PIK3AP1",118788,19302.5235283612,1.38203582284479,0.353576988951931,3.90872671590253,9.27838495176283e-05,0.00887120954602845
101927354,"LINC03016",101927354,43.9960310673499,1.69838455162147,0.434677874030172,3.90722567927068,9.3361944117028e-05,0.00888974758427899
6355,"CCL8",6355,316.275829504844,5.28746401663448,1.35576866080946,3.8999750986113,9.62025821098502e-05,0.00911563315702265
26519,"TIMM10",26519,3143.49000996469,2.39211008613268,0.614736885560819,3.89127469380722,9.97189602588376e-05,0.00935335139073196
3725,"JUN",3725,712.555912421951,1.12518645507883,0.290169035105585,3.87769306490406,0.00010545163816447,0.00978474283163977
114908,"TMEM123",114908,48037.9383951005,1.43858430460863,0.371142289906922,3.87609912351786,0.000106144457202074,0.00978474283163977
54453,"RIN2",54453,3062.90574168942,2.20082700608429,0.567392220034668,3.8788459347395,0.000104953196196601,0.00978474283163977
105372618,"LOC105372618",105372618,15.997083650708,3.26476975141543,0.843540411394373,3.87031813451446,0.000108693417774771,0.00997995357330416
1514,"CTSL",1514,1634.75150091099,2.19104840793829,0.566444512917547,3.86807243776272,0.000109699080357963,0.00999298158001006
105371981,"LOC105371981",105371981,134.654127392881,2.01869919830195,0.522983428289001,3.85996780989093,0.000113401962724723,0.0102897827981359
675,"BRCA2",675,848.126296244665,1.82552054040689,0.473221002448437,3.85764902859696,0.000114482877366586,0.0103196315640252
10673,"TNFSF13B",10673,13493.7123813108,1.61728774969736,0.419274296151729,3.85735010359921,0.000114622928168142,0.0103196315640252
713,"C1QB",713,362.217670511256,3.34978861633492,0.870110246694908,3.84984388939103,0.000118193132300692,0.0105271741645454
6543,"SLC8A2",6543,8.58349976451536,3.26054738333329,0.846975315984131,3.84963684513609,0.000118293079902403,0.0105271741645454
9314,"KLF4",9314,3924.27283816062,1.19522959301744,0.310619452919262,3.84789034229646,0.000119139356092256,0.0105618636829986
108783645,"HFE-AS1",108783645,228.929573152132,1.48975431883301,0.388839976810505,3.83127869478044,0.000127479007315627,0.0110887566589059
105375769,"LOC105375769",105375769,131.839142684726,2.4476667823123,0.639202671860253,3.82924992348503,0.000128534422541525,0.0111193160961486
100462983,"MTRNR2L3",100462983,9.50265137868216,1.96878509807678,0.514209826207332,3.82875821840667,0.000128791456209172,0.0111193160961486
257019,"FRMD3",257019,2132.43806858659,2.1008496779892,0.549771085075043,3.82131715367031,0.000132740812778922,0.0114176837400695
100506681,"JARID2-AS1",100506681,40.7009547267037,1.28044142699709,0.335561909292483,3.81581279501252,0.000135735387130086,0.0114205286815125
140766,"ADAMTS14",140766,28.3842692754433,1.35437930402632,0.354903160839351,3.81619397478229,0.000135525977100899,0.0114205286815125
146909,"KIF18B",146909,42.6726859051802,1.88056384642093,0.492617994392684,3.81748914539622,0.000134816716627151,0.0114205286815125
4343,"MOV10",4343,7272.65711715138,1.39518316139851,0.366657347339457,3.80514169843385,0.000141723033930316,0.0116307571114037
5159,"PDGFRB",5159,585.974227629062,1.68909824242054,0.443904946853877,3.80508992835476,0.000141752679808792,0.0116307571114037
10589,"DRAP1",10589,2694.7061545972,1.39810981243004,0.367904818614937,3.80019434834682,0.00014458265093926,0.0118210366693732
